# Global Synthesis of Marine Radiocarbon Data Over the last 40,000 years
#-----------------------------------------------------------------------
#               World Data Service for Paleoclimatology, Boulder
#                                   and
#                      NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original publication, online resource and date accessed when using this data.
# If there is no publication information, please cite Investigator, title, online resource and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/21390
# Online_Resource: http://www1.ncdc.noaa.gov/pub/data/paleo/paleocean/by_contributor/zhao2017/zhao2017-c14.txt
#
# Archive: Paleoceanography
#
# Parameter_Keywords: radiocarbon
#---------------------------------------
# Contribution_Date
#    Date: 2017-02-06
#---------------------------------------
# File_Last_Modified_Date
#	Date: 2020-12-23
#--------------------
# Title
#    Study_Name: Global Synthesis of Marine Radiocarbon Data Over the last 40,000 years
#---------------------------------------
# Investigators
#      Investigators: Zhao, N.; Marchal, O.; Keigwin, L.; Amrhein, D.; Gebbie, G.
#---------------------------------------
# Description and Notes
#        Description: Global marine radiocarbon data for the last 40,000 years.  
#	 PF=Planktonic Foraminifera  BF=Benthic Foraminifera 
#	 08-Jun-2017: Additional data values added, and citation updated. 
#	 29-Jan-2018: Updates to the publication metadata and the data table.
#	 23-Dec-2020: Additional records added in 2016-2020 archived.
#         Provided Keywords: Deep Ocean Ventilation, the Last Deglaciation, Synthesis, Inverse Methods
#---------------------------------------
# Publication
# Authors: Ning Zhao, Olivier Marchal, Lloyd Keigwin, Daniel Amrhein, Geoffrey Gebbie
# Published_Date_or_Year: 2018-02-01
# Published_Title: A Synthesis of Deglacial Deep-sea Radiocarbon Records and Their (In)Consistency with Modern Ocean Ventilation
# Journal_Name: Paleoceanography and Paleoclimatology
# Volume: 33
# Edition: 
# Issue: 2
# Pages: 128-151
# Report Number: 
# DOI: 10.1002/2017PA003174
# Online_Resource: https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2017PA003174
# Full_Citation: 
# Abstract: We present a synthesis of 1,361 deep‐sea radiocarbon data spanning the past 40 kyr and computed (for 14C‐dated records) from the same calibration to atmospheric 14C. The most notable feature in our compilation is a long‐term D14C decline in deep oceanic basins over the past 25 kyr. The D14C decline mirrors the drop in reconstructed atmospheric D14C, suggesting that it may reflect a decrease in global 14C inventory rather than a redistribution of 14C among different reservoirs. Motivated by this observation, we explore the extent to which the deep water D14C data jointly require changes in basin‐scale ventilation during the last deglaciation, based on the fit of a 16‐box model of modern ocean ventilation to the deep water D14C records. We find that the fit residuals can largely be explained by data uncertainties and that the surface water D14C values producing the fit are within the bounds provided by contemporaneous values of atmospheric and deep water D14C. On the other hand, some of the surface D14C values in the northern North Atlantic and the Southern Ocean deviate from the values expected from atmospheric 14CO2 and CO2 concentrations during the Heinrich Stadial 1 and the Bolling-Allerod. The possibility that deep water D14C records reflect some combination of changes in deep circulation and surface water reservoir ages cannot be ruled out and will need to be investigated with a more complete model.
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: National Science Foundation
#    Grant: OCE1301907
#---------------------------------------
# Site Information
# Site_Name: Global non-polar
# Location: 
# Country: 
# Northernmost_Latitude: 65
# Southernmost_Latitude: -65
# Easternmost_Longitude: 180
# Westernmost_Longitude: -180
# Elevation: 
#---------------------------------------
# Data_Collection
#   Collection_Name: Global 14C Zhao17
#   First_Year: 39253
#   Last_Year: 9
#   Time_Unit: cal yr BP
#   Core_Length: 
#   Notes: 
#---------------------------------------
# Chronology_Information 
# Chronology: 
#---------------------------------------
# Variables
# Data variables follow that are preceded by "##" in columns one and two.
# Variables list, one per line, shortname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
## site.name	sitename,,,,,,,,C,
## ref.	Reference,,,,,,,,C,
## lat.	Latitude,,,degrees N,,,,,N,
## lon.	Longitude,,,degrees E,,,,,N,
## water.depth	Water depth,,,m,,,,,N,
## chro.meth	notes,,, ,,,,,C,The method of deriving calendar age
## mat.dated 	notes,,,,,,,,C,Material dated
## depth.dated	depth,,,cm,,,,,C,
## 14C age	14C age,,,14C yr before 1950AD,,,,,N,
## 14C age_err	14C age,,standard error,14C yr before 1950AD,,,,,N,
## Delta-R 	Deviation from global mean reservoir correction,,,conventional 14C yr,,,,,N,
## Delta-R_err	Deviation from global mean reservoir correction,,standard error,conventional 14C yr,,,,,N,
## calib_method 	notes,,,,,,,,C,Calibration method
## cal.age	calendar age,,,cal yr before 1950AD,,,,,N,
## cal.age_err	calendar age,,standard error,cal yr before 1950AD,,,,,N,
## loc.sample	location,sample core,,cm,,,core (cm) or coral (cm or location),,C,
## species	species,,, ,,,,,C,Species analyzed
## benthic.14C_age	14C age,Benthic Foraminifera or deep-sea coral,,14C yr before 1950AD,,,,,N,
## benthic.14C_age_err	14C age,Benthic Foraminifera or deep-sea coral,standard error,14C yr before 1950AD,,,,,N,
## benthic.D14C	Delta 14C,Benthic Foraminifera or deep-sea coral,,per mil,,,,,N,
## benthic.D14C_err	Delta 14C,Benthic Foraminifera or deep-sea coral,standard error,per mil,,,,,N,
## ams	notes,,, ,,,,,C,AMS facility where analysis was made
## notes	Notes,Notes,,,,,,,C,
#------------------------
# Data
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Value: NA
site.name	ref.	lat.	lon.	water.depth	chro.meth	mat.dated 	depth.dated	14C age	14C age_err 	Delta-R 	Delta-R_err	calib_method 	cal.age	cal.age_err	loc.sample	species	benthic.14C_age	benthic.14C_age_err	benthic.D14C	benthic.D14C_err	ams	notes
PS2644	Sarnthein et al. (2015)	67.87	-21.77	777	PF 14C	Nps	110	17900	100	1370	0	Marine20	19054	151	110	mixed BF	17480	110	151.6	26.4	KIA	
PS2644	Sarnthein et al. (2015)	67.87	-21.77	777	PF 14C	Nps	114	18895	130	1660	0	Marine20	19907	193	114	mixed BF	18960	120	62.5	29.5	KIA	
PS2644	Sarnthein et al. (2015)	67.87	-21.77	777	PF 14C	Nps	115	18952	129	1660	0	Marine20	19977	194	115	mixed BF	18900	130	79.6	30.8	KIA	
PS2644	Sarnthein et al. (2015)	67.87	-21.77	777	PF 14C	Nps	118	19205	135	1650	0	Marine20	20293	194	118	mixed BF	19450	130	47.7	29.9	KIA	
PS2644	Sarnthein et al. (2015)	67.87	-21.77	777	PF 14C	Nps	123	19250	126	1550	0	Marine20	20471	178	123	C. lobatulus/pachyderma	18295	265	236.1	48.8	KIA	
RAPiD-10-1P	Ezat et al. (2017)	62.98	-17.59	1237	Composite independent age control (Ash layers; %N. pachyderma (s.); BF 18O; PF C14); Interpolation								14670		169	Mixed BF	14100	75	29.2	9.6	NOSAMS	
RAPiD-10-1P	Ezat et al. (2017)	62.98	-17.59	1237	Composite independent age control (Ash layers; %N. pachyderma (s.); BF 18O; PF C14); Interpolation								14840		177	Bivalve	13100	70	190.0	10.4	NOSAMS	
RAPiD-10-1P	Ezat et al. (2017)	62.98	-17.59	1237	Composite independent age control (Ash layers; %N. pachyderma (s.); BF 18O; PF C14); Interpolation								14874		180	Mixed BF	14050	75	61.6	9.9	NOSAMS	
RAPiD-10-1P	Thornalley et al. (2011)	62.98	-17.59	1237	Composite independent age control (Ash layers; %N. pachyderma (s.); BF 18O; PF C14); Interpolation	Nps	192-193	13479	47				15077		192.5	Mixed BF	15650	55	-108.4	6.1	NOSAMS	
RAPiD-10-1P	Ezat et al. (2017)	62.98	-17.59	1237	Composite independent age control (Ash layers; %N. pachyderma (s.); BF 18O; PF C14); Interpolation								16848		296.5	Elphidium excavatum 	16200	75	32.7	9.6	NOSAMS	
RAPiD-10-1P	Ezat et al. (2017)	62.98	-17.59	1237	Composite independent age control (Ash layers; %N. pachyderma (s.); BF 18O; PF C14); Interpolation								17242		319	Bivalve	15650	100	160.2	14.4	NOSAMS	
RAPiD-10-1P	Ezat et al. (2017)	62.98	-17.59	1237	Composite independent age control (Ash layers; %N. pachyderma (s.); BF 18O; PF C14); Interpolation								17807		352	Elphidium excavatum 	15750	80	227.3	12.2	NOSAMS	
RAPiD-10-1P	Ezat et al. (2017)	62.98	-17.59	1237	Composite independent age control (Ash layers; %N. pachyderma (s.); BF 18O; PF C14); Interpolation								17944		360	Elphidium excavatum 	16850	110	88.3	14.9	NOSAMS	
RAPiD-10-1P	Ezat et al. (2017)	62.98	-17.59	1237	Composite independent age control (Ash layers; %N. pachyderma (s.); BF 18O; PF C14); Interpolation								18081		368.5	Elphidium excavatum 	15800	75	261.1	11.8	NOSAMS	
RAPiD-10-1P	Ezat et al. (2017)	62.98	-17.59	1237	Composite independent age control (Ash layers; %N. pachyderma (s.); BF 18O; PF C14); Interpolation								18372		385	Bivalve	15950	60	282.3	9.6	NOSAMS	
RAPiD-10-1P	Ezat et al. (2017)	62.98	-17.59	1237	Composite independent age control (Ash layers; %N. pachyderma (s.); BF 18O; PF C14); Interpolation								18766		408.5	Mixed BF	16700	70	225.3	10.7	NOSAMS	
JF-FI-19PC	Ezat et al. (2017)	62.82	-3.87	1179	Alignments of ash layers and core features to Greenland	N. pachyderma	101-103	9998	57				11080		102	Mixed Infaunal BF	10197	117	81.2	15.7	UBA (Belfast)	
JF-FI-19PC	Ezat et al. (2017)	62.82	-3.87	1179	Alignments of ash layers and core features to Greenland								11820		120	Mixed Infaunal BF	10594	85	125.9	11.9	UBA	
JF-FI-19PC	Ezat et al. (2017)	62.82	-3.87	1179	Alignments of ash layers and core features to Greenland	N. pachyderma	146-147	12293	62				12800		147	Mixed Infaunal BF	12275	67	28.9	8.6	UBA	Delta-R from the original paper
JF-FI-19PC	Ezat et al. (2017)	62.82	-3.87	1179	Alignments of ash layers and core features to Greenland	N. pachyderma	171-172	12676	58				13760		171.5	Mixed Infaunal BF	12717	68	94.5	9.3	UBA	
JF-FI-19PC	Ezat et al. (2017)	62.82	-3.87	1179	Alignments of ash layers and core features to Greenland	N. pachyderma	175.5-177	12901	63				13940		175.5	Mixed Infaunal BF	12612	118	133.4	16.6	UBA	
JF-FI-19PC	Ezat et al. (2017)	62.82	-3.87	1179	Alignments of ash layers and core features to Greenland	N. pachyderma	183.5-185.5	12921					14250		184.5	Mixed Infaunal BF	13046		115.0	0.0	UBA	
JF-FI-19PC	Ezat et al. (2017)	62.82	-3.87	1179	Alignments of ash layers and core features to Greenland	N. pachyderma	185.5-186.5	13174	66				14310		186	Mixed Infaunal BF	13341	99	82.7	13.3	UBA	
JF-FI-19PC	Ezat et al. (2017)	62.82	-3.87	1179	Alignments of ash layers and core features to Greenland	N. pachyderma	192-193	13474	108				14560		192.5	Mixed Infaunal BF	13496	77	94.8	10.5	UBA	
JF-FI-19PC	Ezat et al. (2017)	62.82	-3.87	1179	Alignments of ash layers and core features to Greenland								14860		197.5	Cibicidoides	13793	61	94.3	8.3	UBA	
JF-FI-19PC	Ezat et al. (2017)	62.82	-3.87	1179	Alignments of ash layers and core features to Greenland								15430		202.5	average of Cibs and Mixed Infaunal BF	14959	68	14.4	8.6	UBA	
JF-FI-19PC	Ezat et al. (2017)	62.82	-3.87	1179	Alignments of ash layers and core features to Greenland	N. pachyderma	211-212	14293	56				16460		211.5	average of Cibs and Mixed Infaunal BF	14902	64	158.0	9.2	UBA	
JF-FI-19PC	Ezat et al. (2017)	62.82	-3.87	1179	Alignments of ash layers and core features to Greenland	N. pachyderma	215-216	14561	57				16910		215.5	average of Cibs and Mixed Infaunal BF	15306	90	163.0	13.0	UBA	
JF-FI-19PC	Ezat et al. (2017)	62.82	-3.87	1179	Alignments of ash layers and core features to Greenland	N. pachyderma	221-222	15225	64				17590		221.5	Mixed Infaunal BF	15525	66	229.3	10.1	UBA	
JF-FI-19PC	Ezat et al. (2017)	62.82	-3.87	1179	Alignments of ash layers and core features to Greenland	N. pachyderma	226-227	15384	60				18160		226.5	average of Mixed Infaunal BF and shell fragments	16305	147	195.6	21.9	UBA	
JF-FI-19PC	Ezat et al. (2017)	62.82	-3.87	1179	Alignments of ash layers and core features to Greenland	N. pachyderma	231-232	15878	65				18730		231.5	Mixed Infaunal BF	16155	77	305.6	12.5	UBA	
JF-FI-19PC	Ezat et al. (2017)	62.82	-3.87	1179	Alignments of ash layers and core features to Greenland	N. pachyderma	236-237	16323	82				19300		236.5	Mixed Infaunal BF	16959	78	266.1	12.3	UBA	
JF-FI-19PC	Ezat et al. (2017)	62.82	-3.87	1179	Alignments of ash layers and core features to Greenland	N. pachyderma	241-242	17200	77				19870		241.5	average of Mixed Infaunal BF and shell fragments	17552	78	260.4	12.2	UBA	
JF-FI-19PC	Ezat et al. (2017)	62.82	-3.87	1179	Alignments of ash layers and core features to Greenland	N. pachyderma	246-247	17904	87				20440		246.5	Mixed Infaunal BF	18554	86	192.4	12.8	UBA	
JF-FI-19PC	Ezat et al. (2017)	62.82	-3.87	1179	Alignments of ash layers and core features to Greenland	N. pachyderma	251-252	18931	88				21010		251.5	Mixed Infaunal BF	19607	171	121.0	23.9	UBA	
JF-FI-19PC	Ezat et al. (2017)	62.82	-3.87	1179	Alignments of ash layers and core features to Greenland	N. pachyderma	298-299	23610	143				26070		298.5	Mixed Infaunal BF	23681	134	249.1	20.8	UBA	
JF-FI-19PC	Ezat et al. (2017)	62.82	-3.87	1179	Alignments of ash layers and core features to Greenland	N. pachyderma	300.5-301.5	23484	108				26330		301	Mixed Infaunal BF	24098	195	224.0	29.7	UBA	
JF-FI-19PC	Ezat et al. (2017)	62.82	-3.87	1179	Alignments of ash layers and core features to Greenland	N. pachyderma	304.5-305.5	23962	170				26740		305	Mixed Infaunal BF	24526	135	219.8	20.5	UBA	
MD99-2284	Muschitiello et al. (2019)	62.38	-0.98	1500	SST variations tied to a Swedish terrestrial record								11056	78	212.5	mixed benthics	10254	53	70.3	12.4	UBA	
MD99-2284	Muschitiello et al. (2019)	62.38	-0.98	1500	SST variations tied to a Swedish terrestrial record								11167	81	216.5	C. wuellerstorfi	10192	36	93.4	11.8	UBA	
MD99-2284	Muschitiello et al. (2019)	62.38	-0.98	1500	SST variations tied to a Swedish terrestrial record	N. Pachyderma (s)	223.5	10065	89				11346	81	223.5	mixed benthics	10201	93	116.1	17.0	UBA	
MD99-2284	Muschitiello et al. (2019)	62.38	-0.98	1500	SST variations tied to a Swedish terrestrial record	N. Pachyderma (s)	238.5	10236	88				11632	64	238.5	mixed benthics	10279	92	144.5	15.8	UBA	
MD99-2284	Muschitiello et al. (2019)	62.38	-0.98	1500	SST variations tied to a Swedish terrestrial record								11727	59	248.5	mixed benthics	10705	73	98.0	12.7	UBA	
MD99-2284	Muschitiello et al. (2019)	62.38	-0.98	1500	SST variations tied to a Swedish terrestrial record								11746	58	252.0	C. wuellerstorfi	10686	36	103.1	9.2	UBA	
MD99-2284	Muschitiello et al. (2019)	62.38	-0.98	1500	SST variations tied to a Swedish terrestrial record								11772	57	257.5	mixed benthics	10904	45	77.0	9.6	UBA	
MD99-2284	Muschitiello et al. (2019)	62.38	-0.98	1500	SST variations tied to a Swedish terrestrial record								11776	56	258.5	mixed benthics	11121	49	48.8	9.6	UBA	
MD99-2284	Muschitiello et al. (2019)	62.38	-0.98	1500	SST variations tied to a Swedish terrestrial record	N. Pachyderma (s)	265.5	10711	98				11802	62	265.5	mixed benthics	11052	110	61.2	16.6	UBA	
MD99-2284	Muschitiello et al. (2019)	62.38	-0.98	1500	SST variations tied to a Swedish terrestrial record								11873	81	301.0	mixed benthics	11265	93	42.4	15.9	UBA	
MD99-2284	Muschitiello et al. (2019)	62.38	-0.98	1500	SST variations tied to a Swedish terrestrial record								11880	82	306.5	mixed benthics	11455	115	18.9	17.7	UBA	
MD99-2284	Muschitiello et al. (2019)	62.38	-0.98	1500	SST variations tied to a Swedish terrestrial record	N. Pachyderma (s)	316.0	10490	70				11894	80	316.0	mixed benthics	11310	40	39.2	11.4	UBA	
MD99-2284	Muschitiello et al. (2019)	62.38	-0.98	1500	SST variations tied to a Swedish terrestrial record								11904	79	322.0	mixed benthics	11250	40	48.3	11.3	UBA	
MD99-2284	Muschitiello et al. (2019)	62.38	-0.98	1500	SST variations tied to a Swedish terrestrial record	N. Pachyderma (s)	336.5	10740	40				11944	71	336.5	mixed benthics	11380	50	36.5	11.0	UBA	
MD99-2284	Muschitiello et al. (2019)	62.38	-0.98	1500	SST variations tied to a Swedish terrestrial record	N. Pachyderma (s)	343.0	10810	40				11964	66	343.0	mixed benthics	11458	38	29.0	9.6	UBA	
MD99-2284	Muschitiello et al. (2019)	62.38	-0.98	1500	SST variations tied to a Swedish terrestrial record	N. Pachyderma (s)	348.0	10920	40				11986	62	348.0	mixed benthics	11588	35	15.2	8.8	UBA	
